street,zip,city,Use_Code,Tax_Year,Tax_Value,year_built,lot_size,finished_sq_feet,bathrooms,bedrooms,zestimate
336 E 85th St,90003,LOS ANGELES,SingleFamily,2018,191613.0,1941,5200,1458,2.0,3,433599
3654 Percy St,90023,LOS ANGELES,SingleFamily,2018,410040.0,1940,8938,1260,1.0,2,450086
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22305 Marlin Pl,91303,CANOGA PARK,SingleFamily,2018,80753.0,1960,7560,1544,2.0,3,638167
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5859 Madden Ave,90043,LOS ANGELES,SingleFamily,2018,156412.0,1923,4801,1322,1.0,3,546692
1512 Liberty St,90026,Los Angeles,SingleFamily,NA,NA,2018,1290,1286,3.0,2,879145
10819 Peach Grove St,91601,NORTH HOLLYWOOD,SingleFamily,2018,57042.0,1924,7006,1334,1.0,3,1007044
4034 S Harvard Blvd,90062,LOS ANGELES,MultiFamily2To4,2018,445291.0,1922,6490,1984,2.0,2,640540
11420 Biona Dr,90066,LOS ANGELES,SingleFamily,2018,311530.0,1950,5502,1343,1.0,2,1225089
1915 Pescadores Ave,90732,SAN PEDRO,SingleFamily,2018,248792.0,1957,6999,1788,2.0,3,821823
3525 Hughes Ave,90034,LOS ANGELES,SingleFamily,2018,145264.0,1938,4928,1159,1.0,2,1195299
15880 Seabec Cir,90272,PACIFIC PALISADES,SingleFamily,2018,2089473.0,1948,7000,1598,2.0,3,2940917
629 W 47th St,90037,LOS ANGELES,Triplex,2018,333526.0,1909,8421,2961,3.0,7,656353
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052 W 74th St,90044,LOS ANGELES,SingleFamily,2018,337369.0,1921,6988,1488,1.0,2,472070
335 E 105th St,90003,LOS ANGELES,Triplex,2018,237336.0,1924,5400,1232,3.0,3,418473
2166 Rockledge Rd,90068,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,3,1549906
18623 Celtic St,91326,PORTER RANCH,SingleFamily,2018,646419.0,1958,11038,2100,2.0,3,756707
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5270 Baza Ave,91364,WOODLAND HILLS,SingleFamily,2018,589005.0,1998,13880,2725,3.0,4,932328
5727 Sunnyslope Ave,91401,VAN NUYS,SingleFamily,2018,274559.0,1956,7699,1637,2.0,2,889588
2003 W 78th Pl,90047,LOS ANGELES,SingleFamily,2018,326348.0,1930,6974,1994,2.0,3,641343
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476 Museum Dr,90065,LOS ANGELES,SingleFamily,2018,530603.0,1925,5401,592,1.75,2,680994
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8791 Wakefield Ave,91402,PANORAMA CITY,SingleFamily,2018,195574.0,1948,6292,1364,1.0,3,525663
16730 Blackhawk St,91344,GRANADA HILLS,SingleFamily,2018,538693.0,1959,7153,1726,3.0,4,655336
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13693 Badger Ave,91342,SYLMAR,SingleFamily,2018,195174.0,1955,9342,1190,2.0,4,511683
6660 Colgate Ave,90048,LOS ANGELES,SingleFamily,2018,2771350.0,2013,6048,3800,6.0,5,3455590
17071 Signature Dr,91344,GRANADA HILLS,SingleFamily,2018,357946.0,1958,12956,1421,2.0,3,690099
17732 Corinthian Dr,91316,ENCINO,SingleFamily,2018,1466963.0,1967,13364,2568,2.5,3,1439112
20011 Lanark St,91306,WINNETKA,SingleFamily,2018,143115.0,1971,5940,2202,3.0,4,657879
855 W 64th St,90044,LOS ANGELES,Duplex,2018,156647.0,1923,6353,1308,2.0,3,470491
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10631 Woodward Ave,91040,SUNLAND,SingleFamily,2018,411253.0,1926,432,1976,1.0,0,744262
2526 S Spaulding Ave,90016,LOS ANGELES,SingleFamily,2018,282897.0,1930,5904,1463,2.0,3,832500
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9504 Parmelee Ave,90002,Los Angeles,SingleFamily,2018,326043.0,2000,7563,3550,3.0,4,829534
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620 Kalsman Dr UNIT 1,90016,LOS ANGELES,Condominium,2018,345780.0,1949,82845,900,1.5,2,491854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6426 Gloria Ave,91406,VAN NUYS,SingleFamily,2018,453136.0,1949,5600,1235,2.0,2,599537
3335 Dona Rosa Dr,91604,STUDIO CITY,SingleFamily,2018,808616.0,1968,13560,3392,3.0,4,2539429
1123 N Norman Pl,90049,LOS ANGELES,SingleFamily,2018,400199.0,1961,16455,2501,4.0,4,2634564
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14141 Paddock St,91342,SYLMAR,Condominium,2018,351900.0,1980,169643,1410,2.0,3,421134
2982 Goodview Trl,90068,LOS ANGELES,SingleFamily,2018,641804.0,1960,4500,1462,2.5,3,1226382
6048 Klump Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,392286.0,1947,9995,2258,3.0,3,963761
4210 Holly Knoll Dr,90027,LOS ANGELES,SingleFamily,2018,690611.0,1941,6107,2349,4.0,4,2066947
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5921 Meridian St,90042,LOS ANGELES,SingleFamily,2018,148257.0,1914,5471,1192,2.0,3,821868
7830 S Victoria Ave,90043,LOS ANGELES,SingleFamily,2018,87209.0,1930,17467,2689,2.0,4,925030
1001 S Sierra Bonita Ave APT 2,90019,Los Angeles,MultiFamily5Plus,NA,NA,NA,NA,900,1.0,2,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006 Reseda Blvd UNIT D,91324,Los angeles,Condominium,2018,427868.0,1991,80416,1895,3.0,3,539261
19223 Ludlow St,91326,PORTER RANCH,SingleFamily,2018,561052.0,1967,7499,2412,3.0,4,786596
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5418 Blackwelder St,90016,LOS ANGELES,Triplex,2018,344976.0,1950,4801,1572,3.0,3,797717
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712 W 73rd St,90044,LOS ANGELES,Quadruplex,2018,521199.0,1923,7000,4304,4.0,4,775063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844 Stradella Rd,90077,LOS ANGELES,SingleFamily,2018,3883931.0,1951,40647,5799,4.0,4,8026663
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1325 Linda Rosa Ave,90041,LOS ANGELES,Duplex,2018,234339.0,1923,7078,2750,4.0,5,1183295
3023 Carlyle St,90065,LOS ANGELES,MultiFamily2To4,2018,563461.0,1921,7100,2894,4.0,7,972581
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2553 Verde St,90033,LOS ANGELES,Duplex,2018,336942.0,1922,6222,1624,2.0,5,554515
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031 Vineyard Ave,90016,LOS ANGELES,SingleFamily,2018,111399.0,1927,5200,1152,1.0,2,603741
23958 Hartland St,91307,WEST HILLS,SingleFamily,2018,297157.0,1960,7497,1570,2.0,3,672172
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320 S Ardmore Ave APT 316,90020,LOS ANGELES,Condominium,2018,48891.0,1973,43932,378,1.0,1,291015
7310 W 90th St,90045,LOS ANGELES,SingleFamily,2018,599780.0,1950,6000,1180,1.0,3,995066
11607 Kittridge St,91606,North Hollywood,SingleFamily,NA,NA,NA,NA,NA,1.0,1,668785
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755 E 105th St,90002,LOS ANGELES,SingleFamily,2018,186053.0,1942,5394,1205,2.0,5,431317
641 E 78th St,90001,LOS ANGELES,SingleFamily,2018,279129.0,1925,5097,1652,3.0,5,487879
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752 Maltman Ave,90026,LOS ANGELES,SingleFamily,2018,71269.0,1930,6077,1229,1.0,3,1253342
1460 Silvius Ave,90731,SAN PEDRO,SingleFamily,2018,721498.0,1949,6251,1540,2.0,3,767485
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8707 Cantaloupe Ave,91402,PANORAMA CITY,SingleFamily,2018,349866.0,1950,5856,1058,1.0,2,475559
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211 N Serrano Ave,90004,LOS ANGELES,SingleFamily,2018,526265.0,1919,6564,1683,1.0,2,1200474
9121 Vena Ave,91331,Arleta,SingleFamily,2018,322810.0,1953,6464,1503,2.0,3,527506
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262 Villa Woods Dr,90272,PACIFIC PALISADES,SingleFamily,2018,879308.0,1957,14298,2595,3.0,4,3855086
1201 W 27th St,90007,Los Angeles,Apartment,2018,2057000.0,1925,15432,12776,10.0,20,
10358 Silverton Ave,91042,TUJUNGA,SingleFamily,2018,808930.0,2006,4197,2472,3.0,4,809788
3540 Dixie Canyon Pl,91423,SHERMAN OAKS,SingleFamily,2018,721742.0,1992,5679,3436,3.0,3,1831818
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426 E 55th St,90011,LOS ANGELES,Duplex,2018,219055.0,1910,5404,1830,2.0,5,502549
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2244 Alsace Ave,90016,LOS ANGELES,Duplex,2018,106917.0,1921,4800,1332,2.0,2,705755
3205 Bonnie Hill Dr,90068,LOS ANGELES,SingleFamily,2018,1127123.0,1954,12201,1633,2.0,2,1552933
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662 E 37th St,90011,LOS ANGELES,Duplex,2018,227072.0,1910,4805,1824,2.0,5,493723
6261 Beeman Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,687534.0,1947,7405,1677,2.0,3,699779
18423 Bermuda St,91326,PORTER RANCH,SingleFamily,2018,624240.0,1959,11020,2505,3.0,4,799422
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209 Preston Way,90291,VENICE,SingleFamily,2018,166830.0,1945,10891,660,1.0,1,2518347
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817 W 115th St,90044,LOS ANGELES,SingleFamily,2018,358937.0,1939,4774,1330,2.0,4,454897
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7711 Osage Ave,90045,LOS ANGELES,SingleFamily,2018,585558.0,1953,11786,1890,2.0,4,1154344
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761 Paddock St,91342,SYLMAR,SingleFamily,2018,303915.0,1964,11325,2140,2.5,3,657610
5433 Blackwelder St,90016,LOS ANGELES,SingleFamily,2018,294952.0,1928,4800,1730,3.0,1,815546
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8301 Stewart Ave,90045,LOS ANGELES,SingleFamily,2018,114583.0,1944,9158,1224,2.0,3,1323741
11520 Lehigh Ave,91340,SAN FERNANDO,SingleFamily,2018,389059.0,1956,6614,1164,2.0,4,476454
10490 Holman Ave,90024,LOS ANGELES,SingleFamily,2018,700956.0,1925,6673,1998,3.0,3,2080794
11453 Rose Ave,90066,LOS ANGELES,SingleFamily,2018,781545.0,1951,5215,1545,2.0,3,1427350
4849 Hartwick St,90041,LOS ANGELES,SingleFamily,2018,506341.0,1977,7640,1716,3.0,4,978454
1251 W 41st St,90037,LOS ANGELES,SingleFamily,2018,245090.0,1906,6350,1414,1.0,2,622823
3670 Roseview Ave,90065,LOS ANGELES,Duplex,2018,215385.0,1922,11200,2828,4.0,5,1142496
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12515 Neon Way,91344,GRANADA HILLS,SingleFamily,2018,113939.0,1973,11852,1601,2.0,3,747997
2301 W Florence Ave APT 7,90043,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,1.0,2,540750
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20820 Vintage St APT 29,91311,Chatsworth,Unknown,NA,NA,NA,NA,900,1.0,2,586942
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211 E Adams Blvd,90011,LOS ANGELES,Duplex,2018,23426.0,NA,6366,2037,2.0,4,524419
14131 Avalon Blvd,90061,Los Angeles,Unknown,2018,131333.0,1951,7199,1362,2.0,3,434359
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10434 Windtree Dr,90077,LOS ANGELES,Condominium,2018,490349.0,1978,126920,2967,3.0,4,1616928
3360 Manning Ct,90064,LOS ANGELES,SingleFamily,2018,139426.0,1953,8392,2500,2.75,3,2253611
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829 E 73rd St,90001,Los Angeles,Townhouse,NA,NA,1939,NA,NA,1.0,1,393269
7010 Ethel Ave,91605,NORTH HOLLYWOOD,SingleFamily,2018,389472.0,1940,10897,1506,3.0,4,689831
1101 S Palos Verdes St,90731,SAN PEDRO,MultiFamily2To4,2018,372498.0,1978,5052,3382,4.0,7,925648
17200 Horace St,91344,GRANADA HILLS,SingleFamily,2018,314932.0,1953,7139,1130,2.0,3,584492
3554 Lanfranco St,90063,LOS ANGELES,SingleFamily,2018,197854.0,1916,5617,1255,1.0,2,442698
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23127 Sylvan St,91367,WOODLAND HILLS,SingleFamily,2018,729300.0,1949,12012,1400,2.0,3,761613
7392 W 85th St,90045,LOS ANGELES,SingleFamily,2018,836516.0,1989,5374,4121,3.0,4,1972324
2165 Valentine St,90026,LOS ANGELES,Triplex,2018,393650.0,1937,5865,2574,4.0,6,1144805
3446 Lanfranco St,90063,LOS ANGELES,SingleFamily,2018,42611.0,1921,4974,924,1.0,2,412596
335 N Palos Verdes St,90731,SAN PEDRO,Duplex,2018,38295.0,1927,4950,1440,2.0,3,507577
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850 Dickson St,90292,MARINA DEL REY,SingleFamily,2018,582077.0,1971,2744,1590,2.0,3,1859705
14655 Moorpark St,91403,SHERMAN OAKS,SingleFamily,2018,998169.0,1948,7208,2134,3.0,6,1335708
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2919 Gleneden St,90039,LOS ANGELES,SingleFamily,2018,609500.0,1927,4791,912,1.0,2,729131
14901 Tuba St,91345,MISSION HILLS,SingleFamily,2018,473381.0,1953,6900,1278,1.0,3,514400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8235 Rees St,90293,PLAYA DEL REY,SingleFamily,2018,240254.0,1956,7753,1980,2.0,3,1580919
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20033 Community St UNIT 33,91306,Los angeles,Condominium,2018,285493.0,1979,274089,1404,2.0,2,424825
4229 W 59th Pl,90043,LOS ANGELES,SingleFamily,2018,411768.0,1928,5576,2257,2.0,5,871750
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12701 Norris Ave,91342,SYLMAR,SingleFamily,2018,79202.0,1955,5266,1150,2.0,3,482424
3826 Griffith View Dr,90039,LOS ANGELES,Triplex,2018,82904.0,1925,5181,2905,3.0,4,1397758
14255 Tiara St,91401,VAN NUYS,SingleFamily,2018,706490.0,1943,6650,1502,2.0,3,816647
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2210 Moss Ave,90065,Los Angeles,SingleFamily,2018,71821.0,NA,6523,NA,NA,0,
1750 N Beverly Glen Blvd,90077,LOS ANGELES,SingleFamily,2018,1468350.0,1924,9848,2377,3.0,4,1645591
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6208 La Tijera Blvd,90056,Los Angeles,Apartment,NA,NA,NA,NA,1200,1.0,2,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462 Ravenna Ave,90744,WILMINGTON,SingleFamily,2018,54898.0,1951,5549,1141,2.0,2,471959
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420 Ditson St,91040,Shadow Hills,SingleFamily,NA,NA,1962,17859,2000,2.0,3,842230
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9426 Obeck Ave,91331,Arleta,SingleFamily,2018,478000.0,1954,5985,1512,2.0,3,524729
10621 Sepulveda Blvd,91345,Mission Hills,Unknown,NA,NA,2001,NA,1197,2.0,2,577860
18907 Willard St,91335,RESEDA,SingleFamily,2018,96143.0,1965,7551,1738,2.0,3,602845
2306 Observatory Ave,90027,LOS ANGELES,SingleFamily,2018,1399337.0,1922,6882,1713,2.0,2,1460075
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1306 W G St,90744,WILMINGTON,SingleFamily,2018,179968.0,1926,4021,882,1.0,2,405337
3374 Blair Dr,90068,LOS ANGELES,SingleFamily,2018,1264085.0,1939,6659,2379,4.0,4,1745304
10729 Rochester Ave,90024,LOS ANGELES,SingleFamily,2018,1181141.0,1931,6834,3134,3.0,4,2687107
8163 Wakefield Ave,91402,PANORAMA CITY,SingleFamily,2018,292115.0,1949,5384,1544,2.0,2,555088
859 S Lucerne Blvd # 110,90005,Los Angeles,Condominium,2016,823599.0,2018,11092,1522,3.0,3,875270
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711 E 92nd St,90002,LOS ANGELES,Duplex,2018,198699.0,1929,4876,1504,2.0,2,442630
26420 Zephyr Ave,90710,HARBOR CITY,SingleFamily,2018,631377.0,1960,7139,1459,3.0,3,628594
3360 Federal Ave,90066,LOS ANGELES,SingleFamily,2018,109407.0,1951,5538,1456,2.0,4,1527105
7929 Tujunga Ave,91605,NORTH HOLLYWOOD,SingleFamily,2018,124550.0,1954,6283,1594,3.0,3,579623
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7240 Woodrow Wilson Dr,90068,LOS ANGELES,SingleFamily,2018,290061.0,1929,2577,1376,2.0,3,908070
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9725 Orion Ave,91343,NORTH HILLS,SingleFamily,2018,475634.0,1966,6930,1793,2.0,4,585983
26061 Frampton Ave,90710,HARBOR CITY,Condominium,2018,530400.0,1999,99544,1830,3.0,4,557963
407 W 7th St APT 128,90731,SAN PEDRO,Condominium,2018,185900.0,2007,48618,970,1.0,NA,444452
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4107 Effie St,90029,Los Angeles,Apartment,NA,NA,NA,NA,NA,1.0,1,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4041 Marchena Dr,90065,LOS ANGELES,SingleFamily,2018,361950.0,1965,12868,2362,3.0,3,1378829
538 S Boyle Ave,90033,Los Angeles,Apartment,NA,NA,1933,6843,2623,1.0,0,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6952 Berquist Ave,91307,WEST HILLS,SingleFamily,2018,470792.0,NA,NA,1570,2.0,3,718100
11909 S Main St # 1,90061,Los Angeles,SingleFamily,NA,NA,NA,NA,NA,NA,NA,495730
12418 Sarah St,91604,STUDIO CITY,SingleFamily,2018,364851.0,1941,7396,1875,3.0,3,1237495
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334 W 18th St,90006,San Pedro,SingleFamily,2018,440804.0,1956,5625,2249,3.0,3,824975
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2254 Fair Oak View Ter,90039,LOS ANGELES,SingleFamily,2018,224046.0,1927,4801,1164,1.0,2,878194
4538 Russell Ave,90027,LOS ANGELES,SingleFamily,2018,66744.0,1907,6765,1819,2.0,3,1228815
446 S Wilton Pl,90020,LOS ANGELES,Townhouse,2018,522810.0,1936,7624,1000,1.5,2,702960
4916 Aldama St,90042,LOS ANGELES,SingleFamily,2018,327144.0,1957,8242,1647,3.0,4,986524
1728 Apex Ave,90026,LOS ANGELES,SingleFamily,2018,577502.0,1983,8019,3168,4.0,4,1333580
22343 Itasca St,91311,CHATSWORTH,SingleFamily,2018,347636.0,1973,10971,1787,3.0,4,703878
5868 Fairhaven Ave,91367,WOODLAND HILLS,SingleFamily,2018,207061.0,1964,11400,2526,2.0,4,958163
15438 Briarwood Dr,91403,SHERMAN OAKS,SingleFamily,2018,790207.0,1955,9662,2082,2.0,3,1322428
13200 Phillippi Ave,91342,SYLMAR,SingleFamily,2018,217393.0,1964,17020,1854,2.0,4,601750
628 W Oliver St,90731,SAN PEDRO,Duplex,2018,283802.0,1927,5706,1504,2.0,3,552080
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14564 Deervale Pl,91403,SHERMAN OAKS,SingleFamily,2018,2112529.0,1976,13046,3483,4.0,4,2407711
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11476 Oakford Ln,91326,Porter Ranch,Townhouse,NA,NA,2003,2100,1714,3.0,2,609185
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027 Saloma Ave,91345,MISSION HILLS,SingleFamily,2018,76867.0,1954,8645,1284,2.0,4,549888
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6312 Gilday Dr,90068,LOS ANGELES,SingleFamily,2018,649219.0,1991,5046,2949,4.0,4,1848459
119 W 50th St,90037,LOS ANGELES,SingleFamily,2018,400553.0,1910,5445,1932,2.0,5,497849
262 S Carmelina Ave,90049,LOS ANGELES,SingleFamily,2018,930120.0,1947,9868,2238,3.0,4,3581456
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3926 Hawley Ave,90032,LOS ANGELES,SingleFamily,2018,42394.0,1949,9414,1201,1.0,2,705392
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10934 Etiwanda Ave,91326,Northridge,Unknown,2018,388457.0,1957,11180,1600,2.0,3,688730
3610 S Van Ness Ave,90018,LOS ANGELES,SingleFamily,2018,434885.0,1912,6354,2244,2.0,3,755215
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12138 Rahn Ave,91344,GRANADA HILLS,SingleFamily,2018,297160.0,1962,11942,1600,2.0,3,736750
5524 W Olympic Blvd,90036,Los Angeles,SingleFamily,NA,NA,NA,NA,1805,2.0,2,1547943
17068 Chatsworth St,91344,GRANADA HILLS,SingleFamily,2018,411752.0,1952,6413,1303,2.0,3,611444
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10315 Calvin Ave,90025,LOS ANGELES,SingleFamily,2018,1083606.0,1929,6074,1721,2.0,2,1705480
4420 Rochelle Pl,91316,ENCINO,SingleFamily,2018,1687848.0,1961,19057,3819,3.0,4,2135061
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4927 Radford Ave,91607,VALLEY VILLAGE,SingleFamily,2018,1273235.0,1991,8276,3229,4.0,4,1642395
6167 Ruby Pl,90042,LOS ANGELES,SingleFamily,2018,93758.0,1924,2773,780,1.0,2,694862
5027 Greenbush Ave,91423,SHERMAN OAKS,SingleFamily,2018,997000.0,1940,7208,1704,2.0,3,1095323
20934 De Mina St,91364,WOODLAND HILLS,SingleFamily,2018,797251.0,1952,10018,2543,4.0,5,1072967
4527 Morella Ave,91607,VALLEY VILLAGE,SingleFamily,2018,2072594.0,1939,9904,2238,3.0,3,1648020
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815 Levering Ave APT 1,90024,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,700,1.0,1,2080238
8700 Pershing Dr # 1-4324,90293,Playa Del Rey,MultiFamily5Plus,2018,415220.0,2003,18892,1035,2.0,2,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4852 Agnes Ave,91607,VALLEY VILLAGE,SingleFamily,2018,745901.0,1930,6675,2318,3.0,3,1331826
4542 Tujunga Ave,91602,NORTH HOLLYWOOD,Duplex,2018,214550.0,1942,5783,1188,2.0,2,938864
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11229 Hooper Ave,90059,LOS ANGELES,SingleFamily,2018,19338.0,1940,4982,794,1.0,2,344859
7954 Maynard Ave,91304,CANOGA PARK,SingleFamily,2018,196870.0,1962,7487,1196,2.0,3,611882
2028 Eastlake Ave,90031,LOS ANGELES,Triplex,2018,322709.0,1906,9608,2918,3.0,7,760921
6820 S Van Ness Ave,90047,LOS ANGELES,Triplex,2018,500000.0,1948,5001,2064,3.0,5,653878
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10314 Stagg St,91352,SUN VALLEY,SingleFamily,2018,50153.0,1941,5110,915,1.0,2,481754
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7349 Rindge Ave,90293,PLAYA DEL REY,SingleFamily,2018,814912.0,1941,4726,1938,2.0,3,1798169
